"STRUCTURE","STRUCTURE_ID","ACTION","FREQ","REF_AREA","INDICATOR","SEX","AGE","URBANISATION","UNIT_MEASURE","COMP_BREAKDOWN_1","COMP_BREAKDOWN_2","COMP_BREAKDOWN_3","TIME_PERIOD","OBS_VALUE","AGG_METHOD","UNIT_TYPE","DECIMALS","DATABASE_ID","TIME_FORMAT","UNIT_MULT","OBS_STATUS","OBS_CONF","FREQ_LABEL","REF_AREA_LABEL","INDICATOR_LABEL","SEX_LABEL","AGE_LABEL","URBANISATION_LABEL","UNIT_MEASURE_LABEL","COMP_BREAKDOWN_1_LABEL","COMP_BREAKDOWN_2_LABEL","COMP_BREAKDOWN_3_LABEL","AGG_METHOD_LABEL","UNIT_TYPE_LABEL","DECIMALS_LABEL","DATABASE_ID_LABEL","TIME_FORMAT_LABEL","UNIT_MULT_LABEL","OBS_STATUS_LABEL","OBS_CONF_LABEL"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GTM","UN_SDG_SH_STA_MAL","M","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2019","3.9","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guatemala","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Male","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GTM","UN_SDG_SH_STA_MAL","F","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2020","3.4","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guatemala","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Female","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GTM","UN_SDG_SH_STA_MAL","M","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2020","3.9","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guatemala","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Male","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GTM","UN_SDG_SH_STA_MAL","_T","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2020","3.6","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guatemala","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Total","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GTM","UN_SDG_SH_STA_MAL","F","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2021","3.4","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guatemala","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Female","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GTM","UN_SDG_SH_STA_MAL","_T","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2021","3.6","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guatemala","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Total","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GTM","UN_SDG_SH_STA_MAL","M","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2021","3.9","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guatemala","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Male","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GTM","UN_SDG_SH_STA_MAL","_T","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2022","3.7","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guatemala","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Total","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GTM","UN_SDG_SH_STA_MAL","M","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2022","3.9","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guatemala","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Male","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GTM","UN_SDG_SH_STA_MAL","F","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2022","3.4","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guatemala","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Female","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GTM","UN_SDG_SH_STA_MAL","F","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2023","3.4","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guatemala","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Female","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GTM","UN_SDG_SH_STA_MAL","_T","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2023","3.7","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guatemala","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Total","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GTM","UN_SDG_SH_STA_MAL","M","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2023","3.9","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guatemala","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Male","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GTM","UN_SDG_SH_STA_MAL","F","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2024","3.5","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guatemala","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Female","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GTM","UN_SDG_SH_STA_MAL","M","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2024","4.0","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guatemala","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Male","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GTM","UN_SDG_SH_STA_MAL","_T","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2024","3.7","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guatemala","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Total","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GIN","UN_SDG_SH_STA_MAL","F","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2000","4.8","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guinea","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Female","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GIN","UN_SDG_SH_STA_MAL","_T","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2000","5.1","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guinea","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Total","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GIN","UN_SDG_SH_STA_MAL","M","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2000","5.5","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guinea","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Male","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GIN","UN_SDG_SH_STA_MAL","F","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2001","4.8","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guinea","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Female","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GIN","UN_SDG_SH_STA_MAL","_T","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2001","5.1","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guinea","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Total","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GIN","UN_SDG_SH_STA_MAL","M","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2001","5.5","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guinea","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Male","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GIN","UN_SDG_SH_STA_MAL","M","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2002","5.5","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guinea","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Male","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GIN","UN_SDG_SH_STA_MAL","F","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2002","4.8","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guinea","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Female","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GIN","UN_SDG_SH_STA_MAL","_T","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2002","5.1","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guinea","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Total","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GIN","UN_SDG_SH_STA_MAL","F","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2003","4.7","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guinea","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Female","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GIN","UN_SDG_SH_STA_MAL","_T","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2003","5.1","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guinea","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Total","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GIN","UN_SDG_SH_STA_MAL","M","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2003","5.4","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guinea","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Male","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GIN","UN_SDG_SH_STA_MAL","_T","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2004","5.0","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guinea","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Total","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GIN","UN_SDG_SH_STA_MAL","M","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2004","5.3","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guinea","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Male","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GIN","UN_SDG_SH_STA_MAL","F","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2004","4.6","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guinea","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Female","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GIN","UN_SDG_SH_STA_MAL","_T","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2005","4.9","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guinea","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Total","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GIN","UN_SDG_SH_STA_MAL","M","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2005","5.2","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guinea","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Male","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GIN","UN_SDG_SH_STA_MAL","F","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2005","4.6","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guinea","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Female","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GIN","UN_SDG_SH_STA_MAL","M","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2006","5.1","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guinea","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Male","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GIN","UN_SDG_SH_STA_MAL","F","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2006","4.5","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guinea","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Female","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GIN","UN_SDG_SH_STA_MAL","_T","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2006","4.8","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guinea","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Total","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GIN","UN_SDG_SH_STA_MAL","F","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2007","4.4","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guinea","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Female","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GIN","UN_SDG_SH_STA_MAL","_T","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2007","4.7","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guinea","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Total","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.2)","I","A","GIN","UN_SDG_SH_STA_MAL","M","_T","_T","PT_POP_Y_LE5","UN_SDG_MAL_OWT","_Z","_Z","2007","5.0","W_AVG","RATIO","2","UN_SDG","602","0","A","PU","Annual","Guinea","2.2.2 Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","Male","All age ranges or no breakdown by age","Total","Percentage of population aged 5 years or younger","Malnutrition Type : Overweight","Not Applicable","Not Applicable","Weighted Average","Ratio","Two","Sustainable Development Goals (SDG) Database","CCYY","Units","Normal value","Public"
